split,texts,labels,binary_negative
train,Đĩa cứng SAMSUNG tệ nhất trong các dòng đĩa cứng di động mà tôi dùng .,NEG,1
train,"35 củ cho 1 cái đồng hồ với rất nhiều chức năng mà chả biết người ta có dùng tới ko vì đã có smart phone rồi , hơn nữa phải sạc hàng ngày hay 2 ngày gì đó liệu có đáng để dùng ko ? hay chỉ đáng để "" khoe "" ?",NEG,1
train,"Chất liệu cao su , thép , thủy tinh cũng được gọi là cao cấp à ?",NEG,1
train,"úi ... giá chát ghê ! ? . Với giá này , thà đi mua 1 chiếc với các thương hiệu hàng chính hãng như : Tissot , Omega , Longines ... đeo giá trị hơn nhiều",NEG,1
train,"11t - 35t quá điên , quá cuồng !",NEG,1
train,11tr để mua cái dây cao su buộc vào chiếc đồng hồ xấu kinh điển . Nếu là của hãng khác thì đã bị ném đá tơi bời .,NEG,1
train,"Điện thoại phải sạc hàng ngày , giờ phải phải bỏ ra trên mấy chục chai để mang thêm cục nợ này 2 ngày sạc 1 lần , ai ya . . lại cực nữa rồi .",NEG,1
train,"Có 18 giờ thôi , còn xa mốc 2 ngày lắm .",NEG,1
train,Đây là điều nhảm nhí nhất mà tôi từng biết . Ôi apple thần tượng của tôi .,NEG,1
train,"Có cho cũng chẳng dùng . Không mang lại ích lợi nhiều mà hàng ngày bận sạc , mệt người .",NEG,1
train,"Sennheiser thì đầy con cho chất âm quá tệ so vỡi giá tiền , chỉ được cái tiếng",NEG,1
train,giá quá cao có thể gây nguy hiểm cho con bạn khi đeo nó nhất là trẻ dưới 6 tuổi .,NEG,1
train,"Mẫu mã quá xấu và nhìn như đồ chơi trẻ em , không đáng để mua với giá 2 triệu .",NEG,1
train,"đeo thiết bị này cẩn thận nhé , vì rất dễ bị dị ứng , mẩn đỏ nếu đeo từ sáng đến tối và liên tục . : ( một nhược điểm nữa .",NEG,1
train,"Xa xỉ quá , tiền đâu mà mua . Mua tai nghe 30k còn xót , nói chi tới 30 triệu .",NEG,1
train,Bình thường như cân đường hộp sữa .,NEG,1
train,"Phải chi nghe hay cũng mua , nhưng nghe thử rồi dở ẹt . Phí tiền",NEG,1
train,Và i Phone 7 sẽ có bàn phím cứng . Đó là bước đột phá về công nghệ .,NEG,1
train,Ai muốn mua cây bút chì chỉ với 99 $ ? : ) ),NEG,1
train,"Bán cái bút cảm ứng hơn 2 triệu , Apple ác thật",NEG,1
train,"Ôi , Spen , Apple ơi là Apple . Sao Ifan kg nói gì với Pencil nhỉ ?",NEG,1
train,02 cach đây 15 năm đã có,NEG,1
train,"rườm rà quá , thực sự mình thích sự tối ưu và nhỏ gọn , giống như bphone vậy , theo như giới thiệu thì có thể sử dụng 1 tay và tiết kiệm 30% thao tác kia mà : )",NEG,1
train,iphone pin đã ko đạt chuẩn còn thêm cái quạt nữa .,NEG,1
train,Những món này mua chỉ thêm rối và gây hại cho chiếc điện thoại .,NEG,1
train,"Mình đã có hết những thứ này , trừ cái quạt vô bổ kia : ( .",NEG,1
train,màn hình quá mờ không tốt cho mắt của trẻ khi xem giờ . các tính năng thì khá thuận tiện . xuất xứ thì hơi lo ngại 80% là của TQ về vấn đề chất liệu sử dụng sản xuất đồng hồ,NEG,1
train,màn hình quá mờ không tốt cho mắt của trẻ khi xem giờ,NEG,1
train,Loa em này nghe dở thôi rồi !,NEG,1
train,Nó chỉ là ĐT cùi bắp có dây đeo mà thui ...,NEG,1
train,Có bữa pin nỗ đứt cả bàn tay : ) ),NEG,1
train,"Cái này tốt và bền lắm , nó là của TQ đó . mình mới mua được 1 ngày đó , nó vẫn chưa hư .",NEG,1
train,đã bán rất nhiều loại này giá ko cao như trên .,NEG,1
train,Rẻ mà nhiều chức năng nghe là không han rồi . cái gì cũng có cái giá của nó,NEG,1
train,"ba cái đồ yêu này , sài chắc được 3 bữa .",NEG,1
train,Mua cái BomPhone về nghe hay gấp 10 lần cái máy này nữa haha,NEG,1
train,Không thề bằng Bphone mà mắc hơn cả Bphone,NEG,1
train,Ốp pô cắm cái máy này thì hơi phí,NEG,1
train,galaxy gear vẫn hơn,NEG,1
train,"Tôi ghét 2 cái phím cảm ứng bên cạnh nút home của Android vì hay chạm nhầm vào nó khi đưa máy cho người khác xem gì đó , nên tuyệt đối không bao giờ dùng tới dán màn hình này .",NEG,1
train,Apple lên bỏ nút home đi . giờ nó không có tác dụng gì nữa rồi : ) ),NEG,1
train,sản phẩm vô dụng nhất mà tôi từng thấy,NEG,1
train,"không đẹp , 9tr mua đồng hồ Nhật hay Tissot đeo vẫn sướng hơn : ) ) )",NEG,1
train,Sao nó lại xấu thế ! ! ! ! !,NEG,1
train,"Nhìn qua thấy dày , chưa đẹp và hình như không có camera",NEG,1
train,"Qúa xấu, qúa đắt.",NEG,1
train,xau qua ko dep ti nao .,NEG,1
train,xấu,NEG,1
train,Apple watch quá cùi để đc gọi là smart watch .,NEG,1
train,"Không quan tâm lắm , đt và Macbook thì nên xài chứ mấy cái đồng hồ này thì ... ... . . : ) )",NEG,1
train,"23 triệu . 2,3 triệu không biết mình mua chưa nữa . Đối với mình đồng hồ ngoai pin trâu ra còn phải chắc chắn , không vô nước , không dễ vỡ . Mua con này về chắc phải chế một cái bao tay giáp sắt để bảo vệ em nó quá .",NEG,1
train,"Trước mình có con Casio tầm 300k đeo 5 năm ko phải thay pin , đi bơi vô tư . Dùng khéo còn thoải mái hơn con Watch này .",NEG,1
train,Day se la mot tham hoa cua tao can do,NEG,1
train,"Làm con tissot 20t là cũng đẳng cấp với thời gian rùi , chứ chơi mấy anh công nghệ này được mấy hôm chán phèo , ăn với sạc , sau 1 năm thì chắc hết thời",NEG,1
train,23 chai thì mìh làm cái logine hàng hiệu 1k $ hay hơn nha .,NEG,1
train,không bh sang trọng bằng đồng hồ thụy sĩ được,NEG,1
train,Có bị điên mới mua cái đồng hồ điện tử đến 23 triệu . Sao không phải là hàng của thụy sỹ,NEG,1
train,Chi dang gia 2.3 tr dom xau,NEG,1
train,"Tính năng tào lao , nghĩ tới chuyện muốn mở khóa ... dí dí cái điện thoại vào gần trong mắt ... ngố thế",NEG,1
train,sạc k dây ? ? chào mừng ifan đến với công nghệ năm ... 2013,NEG,1
train,Xấu thế . nhìn như máy tq .,NEG,1
train,"Sạc không dây làm cái gì , có lợi ích ko . Chừng nào sạc pin mà đi lòng vòng trong nhà là được . Còn pin 3500 thì được ah .",NEG,1
train,THUA XA CHIẾC LONGINES CUA MÌNH,NEG,1
train,kém xa chiếc patek philippe swiss made của mình : v,NEG,1
train,"giá quá chát . mắc hơn HP spectre 13 . nặng chỉ 1.1kg . giá cũng bèo hơn con này , nhưng mạnh hơn . ps : nói vậy thôi chứ có tiền sẽ mua Microsoft Surface Book , hoặc Dell inspiron 7000 series .",NEG,1
train,Xấu quá,NEG,1
train,với mức giá này mình sẽ chon microsoft surface pro 4 tính cơ động còn cao hơn,NEG,1
train,Macbook air ngon hơn giá mềm hơn,NEG,1
train,"co cần thiết hai cái camera không , hai camera quá sấu",NEG,1
train,"4k quá thừa thãi , trong khi 2k , full HD mắt người đã không phân biệt được rồi",NEG,1
train,Hai cái camara thế kia thì sấu điên dự là ế,NEG,1
train,Hết ý tưởng,NEG,1
train,"2 Sim chỉ dành cho SV , mất đi sự đẳng cấp !",NEG,1
train,Ghét nhất điện thoại 2 sim.dung vo vị .,NEG,1
train,"Đúng là phải dùng từ ảo tung chảo ! Nâng ram lên chi mà lắm thế ko biết ? Con laptop của em ram chỉ 4g thôi , nhìn em này sao mà xót xa quá !",NEG,1
train,máy này mà hỏng chắc chỉ để ném nhau chứ đồ đâu mà sửa,NEG,1
train,"con này gắn 6gb để khè chứ chạy đa nhiệm thua xa 4gb , ceo giải thích là do xài hết ram pin chịu không nổi , chỉ gắn 6gb chạy đua thông số vậy thôi .",NEG,1
train,"Ram mát - phôn của tui 2Gb lúc nào cũng dư trên 500Mb , cõ lẽ chẳng bao giờ mua cái 6Gb thừa thãi",NEG,1
train,Chưa bao giờ thấy mẫu mã 1 chiếc dt sến như vậy.,NEG,1
train,"máy mới , cao cấp mà nhìn cái cổng microusb tệ hại vậy trời",NEG,1
train,dep nhung gia chat qua,NEG,1
train,"Không đẹp bằng S6 , nhìn S6 sống động hơn .",NEG,1
train,Chỉ là để nghe gọi có nhất thiết phải đắt thế không ? ? ?,NEG,1
train,"mình cũng bị tình trạng này khi tắt TV Sony bằng điều khiển sau 1 thời gian nhất định , bật lên sẽ không có tiếng và mất quyền điều khiển . TV chỉ có thể trở lại trạng thái bình thường khi rút phích nguồn cắm lại .",NEG,1
train,"minh moi mua tivi sony bravia 43X830 cung bi tinh trang tren , goi len bao hanh sony noi do loi phan mem cho phai co cap nhat moi cua hang thi moi khac phuc duoc nen minh fai thuong rut dien ra sau khi xem tv , rat bat tien vi khi cam dien lai thi fai cho khoi dong lai cua hdh android rat lau . minh thay qua bat tien va that vong khi chon tivi sony .",NEG,1
train,TV nhà mình cũng SONY không hiểu sao từ 1 năm nay khi vào youtube toàn báo bộ nhớ không đủ rồi out . Điện cho bên bảo hành thì bảo reset lại xem sao . Reset cũng ko được điện cho họ đến cũng ko thấy cái mặt đâu cả . Nản !,NEG,1
train,cái lỗi này cực kì nghiêm trọng nó thuộc lỗi hệ thống rồi vì sony thần thánh mà nên nó mới vậy,NEG,1
train,Tầm giá quá rẻ để mua 1 cục bực tức để trên người : ) ),NEG,1
train,Ôi dẹp đi . Mua bảo hành quanh năm . Y541 bực,NEG,1
train,"Man hinh HD bay gio loi thoi roi , xem lau qua moi mat . Cam bien van tay lam gi phai chi nang len Full HD thi ngon",NEG,1
train,Mặt tiền trắng trẻo hấp dẫn hơn rồi nhưng phím điều hướng lại ăn vào màn hình thế kia ?,NEG,1
train,Phím điều hướng nằm trong màn hình có vẻ chiếm không gian nhỉ. Cho dù nó có trong suốt.,NEG,1
train,"Một "" Đột phá "" của i Phone ... Các hãng khác đã "" bắt chước "" thiết kế này từ 5 năm trước ...",NEG,1
train,Giống như 6s thì quá xấu . Iphone cạn ý tưởng thật rồi : (,NEG,1
train,"Từ khi Steve Jobs qua đời , cái Iphone và hệ điều hành IOS bị Tim Cook biến hóa khôn lường , chắc Apple đã hết ý tưởng cho các thế hệ Iphone mới rồi",NEG,1
train,"Hết ý tưởng , ios 10 còn làm cái trò mèo ấn nút home mở màn hình thì 3 bữa ra đi cái nút home , Apple làm cái trò mèo gì vậy không biết .",NEG,1
train,ôi cái viền đấy chà bá luôn,NEG,1
train,Vậy cái tính năng ấn nút home để mở khoá của i OS 10 làm gì nhỉ ?,NEG,1
train,"Vâng , home cảm ứng + ấn home để mở . Thế này ai ko đặt mã khóa với vân tay mà để túi quần thì thể nào cũng vướng nút home tự mở khóa rồi tự bấm lung tung : v",NEG,1
train,Nhìn như Lumia ... Thất vọng nếu IP làm như hình,NEG,1
train,cuc ky xau,NEG,1
train,thế thì ip 6 mà chiến tiếp ... không có gì đặt biệt ...,NEG,1
train,Cứ mà camera vẫn lồi thì vẫn chưa mua .,NEG,1
train,Iphone7 chỉ thay đổi màu thôi sao . . ?,NEG,1
train,Xấu . . nếu chỉ có cái màu sắc đẹp mà ngoại hình xấu thì cũng vứt . . kiểu như CÔ ẤY CÓ NƯỚC DA TRẮNG MỊN NHƯNG MẶT THÌ XẤU ấy ...,NEG,1
train,xấu ko xếp hàng mua,NEG,1
train,Cứ mãi một kiểu dáng như này thôi sao ? Mấy năm rồi đấy .,NEG,1
train,"Nếu có ios 10 thì đc khuyến mãi mấy lỗi nữa , à nhầm mấy tính năng mới . update là lỗi : )",NEG,1
train,"Tưởng rẻ tính mua mà giá cao quá , ko có cơ hội xài",NEG,1
train,Chính hãng cũng vậy . màn hình ip lởm nhất vì mua từ nhiều supplier lộn xộn nên chất lượng nhiều cái í ẹ .,NEG,1
train,Nhìn đi nhìn lại vẫn không thấy có gì đáng để mua .,NEG,1
train,"Dùng Fitbit alta xong nhìn cái này thấy chán thật , vòng đeo tay ngoài mục đích theo dõi sức khỏe còn phải thời trang nữa chứ . Trông em này cùi quá .",NEG,1
train,"Đã dùng qua rùi , kg bền . Dùng đồng hồ cơ 8 năm vẫn tốt , vẫn đẹp , thời trang ( gía 4 chai ) . Rước e smartwatch 1 chai dùng liên tục chưa dc 2 tháng tịt .",NEG,1
train,Xấu quá ! Không đẹp bằng em 1280 của em .,NEG,1
train,Quá đắt và quá xấu !,NEG,1
train,"Samsung đang cạn ý tưởng bắt đầu nhai đi nhai lại thiết kế , các dòng máy thiết kế lật ngược nhìn S7 với Note7 như nhau , lại thêm note 5 , S6 . Fansam cú chế apple với sony cạn ý tưởng , nói thật bây giờ chỉ thấy LG là có thiết kế mới lạ còn hãng khác đều na ná như nhau",NEG,1
train,Không thể xấu hơn được nữa : ) ),NEG,1
train,Cái dãi ăng ten sao không làm trùng màu với máy nhìn có phải đẹp hơn không ?,NEG,1
train,"Nếu giống như 6s plus thì quá xấu , ko có gì đặc sắc cả . Đang dùng note 5 thằng bạn nó dùng 6s plus nhìn nó gọi điện như ốp dép tông lên tai , trong khi đó màn hình nhỏ hơn Note5 . Iphone cạn ý tưởng thật rồi .",NEG,1
train,camera nhìn như mắt cua,NEG,1
train,Xấu k thể tả hết,NEG,1
train,Thành quả của 3 năm nghiên cứu là đưa dải ang ten ra mép . Đúng là quá bá đạo ! Apple can ý tưởng thật rồi,NEG,1
train,apple cạn ý tưởng rồi,NEG,1
train,"Nếu nhìn vẻ bề ngoài lẫn bên trong , không thấy lý do nào để đổi ip 6 mua ip 7 , ngoài vệc có cảm giác cho nó đời mới hơn",NEG,1
train,chẳng khác gì iphone 6,NEG,1
train,thiết kế ko có gì mới,NEG,1
train,"em thấy hơi giá hơi "" chát "" "" = ) )",NEG,1
train,Tránh xa con TCL ( Thịt chó luộc ra ) màn hình hãng này nhìn cực chán,NEG,1
train,Tivi samsung ua 48ju6000k thì nhiều người bị chất lỏng vào màn hình . nguời dùng không biết nguyên nhân . kết quả là bị từ chối bảo hành . nên tránh xa UA48JU6000k .,NEG,1
train,hàng SAM kém lắm hết bảo hành là lăn quay . nhà mua 4 con thì cả 4 đều toi : ( (,NEG,1
train,Tần số quet thấp quá,NEG,1
train,"Màn hình SS rất tệ , vừa hết bảo hành là bị sọc ngang ( hư ic chỉnh quét ngang ) không thể sửa được . Thay màn hình gần giá nguyên chiếc . Nản ! Rất nhiều người mua bị như vậy .",NEG,1
train,"Bây giờ TV càng ngày càng rẻ nhỉ , TV 4K giá ko lên trời như xưa luôn .",NEG,1
train,MAC WÉ K MUA DÂU,NEG,1
train,Giá quá chát,NEG,1
train,"xấu không thể tả , samsung hết ý tưởng rồi",NEG,1
train,Trông hơi thiếu tinh tế,NEG,1
train,camera đã xấu nay còn xấu gấp đôi ...,NEG,1
train,Xấu,NEG,1
train,"Thông tin mật của tôi chưa tới 1000usd , mua chi điện thoại bảo mật 14000usd ? Sản phẩm này sẽ rất kén kha ́ ch vì cái giá của nó không đáng để đánh đổi 14000usd .",NEG,1
train,14 nghàn usd ... ... ối tí ngã,NEG,1
train,Viền màn hình to đùng . Thôi phá sản đi .,NEG,1
train,Thua j 5 2016,NEG,1
train,"độ như vậy mà 600tr , xấu chứ đẹp gì đâu",NEG,1
train,"Nghe đã không hấp dẫn , tăng độ rườm rà , thế lúc bán máy nó cứ chủ cũ nó nhận thì chết",NEG,1
train,"thích dùng android nhưng mấy cái dự án kiểu này nghe phức tạp quá ! Thay vì cải tiến cái chỗ mở khóa màn hình , tốt nhất nên để cho ng ` dùng quyết định cái gì là quan trọng nhất thì ng ` ta bảo mật phức tạp , còn mở khóa màn hình thì mở khóa bằng pass hoặc vẽ hình đã quá đủ . Cầu kỳ cho lắm xong rồi lại chán vì sự phức tạp ko cần thiết",NEG,1
train,Trạm bảo hành của Asus đông kinh hồn . Có người đi tới đi lui năm lần bảy lượt . May mà mình đến 1 lần .,NEG,1
train,Dòng Zen sao phần kim loại cắt dạng vân chiếu mình thấy nó sao sao đó nhỉ ? ? Ko được sang cho lắm ! !,NEG,1
train,Mặt trước Bắt chước samsung nhiều quá . Phím home không cân xứng nhìn rất vô duyên .,NEG,1
train,479 x 22.380 = 10 chaicũng khá chát,NEG,1
train,"Cầm cái này gọi điện đúng nghĩa úp thớt lên mặt . Ngày xưa con Z ULTRA đã bự lắm rồi , con này vượt cả khuôn mặt luôn",NEG,1
train,"Cái đt to chà bá lửa như cái thớt vầy thì đút vào đâu ? Máy to đương nhiên pin lớn là đúng rồi . Kiểu dáng thì tạp pí lù của IPhone , Ss , Lg . Chẳng ra cái gì . Dự báo chết yểu !",NEG,1
train,"Coi kìa . Màn hình mờ và vỡ nét quá . Hay do hình upload lên có độ phân giải thấp nhỉ ? Từ khi xài đt 2k , nhìn lại full hd thấy mờ và xấu quá",NEG,1
train,Úp cái tấm thớt lên mặt nói chuyện !,NEG,1
train,"Mấy đứa bạn mình dùng con cũng này chê nhiều lắm . Đứa thì máy giật , đứa thì chai pin , đứa thì bung nút nguồn . Không biết Zenfone 2 3 có tốt hơn nhiều không .",NEG,1
train,Giá chát quá .,NEG,1
train,Chạy chip intel chắc pin dc mấy tiếng là hẻo : ) ),NEG,1
train,Windows phone riết không nâng ứng dụng cho người dùng nữa thật là chán ai mà sử dụng nữa khi càng ngày càng kém,NEG,1
train,"thiết kế quá xấu , tính năng này vô dụng ở Việt Nam",NEG,1
train,Siêu tốc + siêu đắt,NEG,1
train,"Xấu , kém nhưng mọi người tranh nhau mua làm kỉ niệm .",NEG,1
train,Giá này lại đứng nhìn lau nước miếng thôi vậy !,NEG,1
train,"Lúc đâu tưởng chỉ vài triệu , đọc cuối ai ngờ , ... .",NEG,1
train,"Độ nhạy tối đa 6400iso , 3 hình/giây . Công nghệ của 15 năm trước mà giá trên trời : D",NEG,1
train,"149 củ khoai,thôi e ăn mì gói tiếp đây :(((((((",NEG,1
train,Samsung có cái loa thoại xấu kinh điển mãi không thay thế !,NEG,1
train,Hàng này nhìn xấu mà đắt .,NEG,1
train,Đúng rồi ios thì fw càng cao thì càng lag và chậm .,NEG,1
train,Minh đang xài con 5s và mình nâng cấp 9.3.2 mình thấy thất vọng quá . May thì hao pin chạy còn chậm nữa . Mình không biết phải làm sao ? M . n đừng nên nâng cấp nếu máy đang chậy ổn định,NEG,1
train,"Đag dùg 9.1 nâng lên h chỉ thấy vân tay nhạy hơn , máy nóng hơn , vài thao tác hơi chậm , 1 ngày resrart mấy lần . Pin hao hơn trc . Hối hận quá",NEG,1
train,Lên xong hư luôn chức năng rung . Po tay . Có ai biết cách sửa giúp mình với,NEG,1
train,"Máy tôi cũng vậy , đang xài i P 6S , nâng cấp lên pin hao quá mà lại nóng nữa . Huhu !",NEG,1
train,"Có ai bị như mình ko ? Mình nâng cấp 5s lên ios 9.3.2 thì máy ảnh ko chụp đc , cam self thì ok . Tắt nguồn r khởi động lại thì chụp đc 1 kiểu r lại đen ngòm . Mỗi lần như thế máy nóng ran . Có bạn nào giúp mình với . Please ! ! ! ! ! ! ! !",NEG,1
train,May minh ip 5 nang len k có j hay cả ngoài việc nhanh hết pin vào mạng chậm và máy nóng hơn lu ́ c trưa nâng cấp,NEG,1
train,Hao pin lắm bạn : ( máy mình tuột vù vù đây trong khi 9.3 trước đó xài 2 ngày ( xem phim chơi game tẹt ga ),NEG,1
train,"Tôi khuyên bạn là không nên nâng cấp , không tin thì cứ thử một thời gian sau là biết liền à .",NEG,1
train,"đang dùng không có lỗi gì thì nên giữ nguyên ; ) ios giờ update cho mấy máy đời cũ , không được gì ngoài chậm chạp thêm",NEG,1
train,ko nen len vi 9.3.2 chu yeu sua loi cho SE ve van se ket noi bluetooth,NEG,1
train,"Vẫn vậy chứ có gì mới đâu , pin có vẻ sụt nhiều hơn 1 chút thì phải . ko biết do pin mình xài lâu quá rồi hay sao nữa",NEG,1
train,Chính giao diện bất tiện của MS giết chết Nokia,NEG,1
train,feature phone thì bán giá cũng vừa vừa thôi :,NEG,1
train,Trước giờ toàn bắt trước mọi thứ của samsung thôi mà . Có gì đột phá đâu .,NEG,1
train,cạn hết ý tưởng rồi apple ơi,NEG,1
train,Chả có gì mới mẻ ! vẫn còn cái phím Home vật lý chết tiệt mà không còn hãng nào sử dụng !,NEG,1
train,troi oi cemara vẫn lồi,NEG,1
train,"Chưa biết nó hơn gì so với i Phone 6 . Nếu cũng chỉ giống như i Phone 6s tức là chỉ cải tiến thêm một tí thì chắc là "" next . """,NEG,1
train,Nhìn quả CAMERA lồi như mắt cua ... rất mất thẩm mỹ !,NEG,1
train,Camera lồi ra nhìn chuối quá,NEG,1
train,Nhìn không thể xấu hơn được nữa .,NEG,1
train,Quan điểm cá nhân là em này ko đẹp bằng s 6 active .,NEG,1
train,Lỗi tùm lum mà suốt ngày nâng cấp,NEG,1
train,Càng ngày càng tệ ... . . hút máu liên tục lỗi nguyên cục . . không hiểu ông tim cook làm gì với apple nữa ...,NEG,1
train,Hết 9.3.1 ip thành cục gạch giờ tới 9.3.2 . Apple dạo này làm ăn sống nhăn quá !,NEG,1
train,Mình update 9.3.2 cho cái air 2 xong thì ảnh mình đã đưa vào máy bằng itunes bị nhảy loạn xạ ra,NEG,1
train,"Ip ngày quá tệ , máy hay bị đơ haiza",NEG,1
train,"Tôi cũng nâng cấp và kết quả : màn hình điện thoại bị rung , làm cho chữ bị nhoè . Đã khôi phục iphone nhưng vẫn bị . Tôi sử dụng iphone 5S",NEG,1
train,"Tôi cũng là nạn nhân của 9.3 đây , vừa nâng cấp con Iphone lên thì đã trở thành cục gạch ghê thật , mà máy vừa thay Pin nửa chứ , nên phải tìm Pin zin của nó mới restore được . IOS rất phức tạp",NEG,1
train,"Sao cái IOS này khó chịu thế nhỉ , chuyển qa android thôi",NEG,1
train,"Ipad2 đang ở firmware 9.3.2 restore hạ firmware xuống mà không được toàn báo lỗi 3004 , sửa cả file hosts cũng ko xong . Mệt với ông apple này quá , bắt update liên tục chẳng khả quan gì , nhỡ tay bấm nhầm khi máy hỏi nâng cấp phát xong luôn chạy chậm như rùa",NEG,1
train,Sáng nay vừa nâng cấp ip 6s lên ios 9.3.2 . kiểm tra kết nối bluetooth với tai nghe bluetooth vẫn không nhận được như bản ios 9.3.1 . Thất vọng ... !,NEG,1
train,iPhone 5s cua toi moi cap nhat song cung bi trek may lien tuc luon,NEG,1
train,Sẽ thành cục gạch . hix,NEG,1
train,"Android thì chỉ chơi Sony hay HTC . Samsung chỉ được nước đầu 6 tháng kể cả dòng cao cấp , sau đó sẽ thấy cái cảnh thê thảm như thế nào .",NEG,1
train,"Sam thì lúc chả mạnh , khủng nhưng hiệu quả thì thấp , thiết kế xấu , nhìn rẻ tiền chỉ phù hợp với đối tượng thu nhập thấp và trung bình .",NEG,1
train,"Máy Samsung thì máy 5 triệu với máy 15 triệu chả khác gì nhau , từ hình dáng đến tính năng , một vài cái thêm bớt một số tính năng rồi pr khủng khiếp và lắc nhiều hay ít mà thôi !",NEG,1
train,Nhìn hình dáng nút home cứng nhắc thô tục,NEG,1
train,chẳn có gì đột phá về ngoại hình,NEG,1
train,Nhìn y như hàng nhái của TQ,NEG,1
train,IP7 mà không nâng cấp Camera với thời lượng Pin thì khả năng sẽ lại thê thảm như SE . So với Note 6 thì thua toàn tập .,NEG,1
train,Chẳng lẽ là xấu như vậy sao ?,NEG,1
train,"Nhìn mặt sau giống giống S3 , S4 rồi , không có gì đột phá về thiết kế , iPhone sắp qua bên kia sườn dốc rồi .",NEG,1
train,thiết kế bên ngoài ko có gì đặc sắc . có lẽ lại một mùa thất bại tiếp theo của apple . nếu ip 7 đúng như thế này chắc chắn tôi sẽ vẫn dùng chiếc ip 6 hiện tại .,NEG,1
train,"ip6 lạc hậu rồi , nên thay bạn ạ",NEG,1
train,Tui 2 nam moi doi i Phone mot lan . Neu i Phone 7 thiet ke nhu dzay thì xài i Phone 6 thêm 2 nam nua .,NEG,1
train,Apple thực sự nên nghĩ khác về việc thiết kế Iphone .,NEG,1
train,"Xấu quá , hóng note 6 thôi .",NEG,1
train,tưởng thế nào thôi mua 6s là dc ồi camera vẩn như xưa,NEG,1
train,"Càng lên đời cao , thiết kế càng xấu ! ? ? ? ?",NEG,1
train,Chuyển Samsung thôi,NEG,1
train,Nếu ra mắt mẫu ip 7 này vào tháng 9 tới xem như thảm hoạ cho Apple ...,NEG,1
train,"nếu vẫn cứ thế này thì mua 6 thôi , cần gì phải mua 7",NEG,1
train,Cũng chỉ như mấy bộ phim truyền hình ko có gì mới mẻ .,NEG,1
train,bên thiết kế của apple lạc hậu hết thời hoàng kim,NEG,1
train,Thấy gớm,NEG,1
train,không có gì đặc sắc,NEG,1
train,Xấu kinh dị,NEG,1
train,"Nếu IP7 đúng như những gì rò rỉ thì tôi ủng hộ sử dụng Samsung S7 . Apple nên tự xem lại mình đi , giá cao mà chả có gì đột phá cả . Hãy xem Samsung đã thành công như thế nào với các dòng S7",NEG,1
train,Từ khi steve jobs chết thì những mẫu Iphone về sau ngày càng tệ . Không có 1 cái gì gọi là đột phá .,NEG,1
train,càng ngày càng bầu bầu như đàn bà có bầu,NEG,1
train,camera lồi hơn cả 6S . mặt sau chuyển dãy nhựa ăng ten lên cạnh . ôi nó khác gì mấy con máy trung quốc nhái đâu : ) ) ăn cắp bản quyền máy nhài à : ) ),NEG,1
train,"Ngoại hình có tí xíu đột phá trong việc dời dãy ăng - ten + thêm các tai nghe cổng lightning thì theo ý kiến RIÊNG của em ip 7 sẽ "" thành công "" hơn . Em ko là fan của ai hết nhé : (",NEG,1
train,càng ngày càng xấu,NEG,1
train,Thực sự hy vọng Iphone có thiết kế đẹp hơn . Nếu đúng như này thì buồn quá,NEG,1
train,"Ôi mẹ ơi , nó nó nó XẤU",NEG,1
train,Bản dựng thì đẹp tuyệt vời còn bản chính thức thì ... .,NEG,1
train,Đã xài em này lúc mới ra . Hàng TQ dỏm và chán lắm,NEG,1
train,"Giờ người dùng iphone quay lưng với apple vì iphone cạn ý tưởng , thiết kế xấu , ứng dụng kém , ios lỗi lên lỗi xuống , bảo mật kém quá . cái quan trọng nhất lag pin quá yếu thì chả bao giờ thay đổi sửa chữa . Mất khách là điều dễ hiểu .",NEG,1
train,"Thêm tí cấu hình , chỉnh sửa bề ngoài thôi , chẳng có gì đột phá đâu . May ra ngang ngửa với laptop 5-7 năm trước .",NEG,1
train,"Ip nó củng lag giật bình thường thôi và bị hạn chế tùy biến của ios , bạn hãy dùng thì sẽ biết .",NEG,1
train,Tưởng thiết kế lần này có sự đổi mới khác biệt so với những lần trước nhưng vẫn hao hao giống nhau . Không được như mong đợi !,NEG,1
train,Ss chán lắm thông số kt không tin được,NEG,1
train,Tôi đang dùng note 5 thấy mọi thứ ổn nhưng rất phiền vì có quá nhiều quảng cáo hiện màn hình có lúc muốn đập máy vì đang cần dùng ứng dụng nhưng quảng cáo lại che mất . Phiền phức đang tính bán máy .,NEG,1
train,Một bước đi sai lầm,NEG,1
train,1.6B thì tiền đâu mà mua : (,NEG,1
train,"Mình đang dùng Bphone 16GB . Máy bắt sóng yếu , lỗi vặt , hoàn thiện kém . Dùng 6 tháng mà gởi bảo hành 2 lần . Tệ nhất là pin cực kém . Onscreen chỉ được 3giơ . Thất vọng toàn tập",NEG,1
train,"Tôi không phải chê bai , nhưng thực sự tôi thấy BKAV vẫn chưa thể đem lại hài lòng cho khách hàng . Từ đầu đến cuối từ khi giới thiệu sản phẩm đến khi giao hàng cho khách đều ở mức kém . Kém từ chất lượng sản phẩm : Nay lỗi , mai lỗi , thu hồi máy . Đến khâu kinh doanh : Giao hàng chậm , liên tục thay đổi , bổ sung tính năng . Đúng theo kiểu vừa làm vừa nghiên cứu , vừa thử nghiệm . Không được chuẩn bị tốt các khâu . Hãy chu đáo đã lại cho ra sản phẩm",NEG,1
